Package,Class name,Statement Coverage,(2) % Statement coverage,(4) McCabe complexity
org.apache.maven.doxia.document,DocumentHyperlinkBehaviour,0.904761905,90.47619048,13
org.apache.maven.doxia.document,DocumentCover,0.884892086,88.48920863,101
org.apache.maven.doxia.document,DocumentModel,0.980392157,98.03921569,36
org.apache.maven.doxia.document,DocumentTemplate,0.94,94,36
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup,1,100,1
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,Markup,1,100,1
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.module.twiki,TWikiSinkFactory,0,0,2
org.apache.maven.doxia.module.twiki,TWikiSink,0.695054945,69.50549451,169
org.apache.maven.doxia.module.twiki,TWikiParserModule,0,0,1
org.apache.maven.doxia.module.twiki,TWikiParser,0.962025316,96.20253165,18
org.apache.maven.doxia.module.twiki,TWikiMarkup,1,100,1
org.apache.maven.doxia.module.twiki,TWikiMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,SectionBlockParser,0.875,87.5,19
org.apache.maven.doxia.module.twiki.parser,TextParser,0.992063492,99.20634921,49
org.apache.maven.doxia.module.twiki.parser,VerbatimBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,HRuleBlockParser,0.944444444,94.44444444,8
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,UnorderedListBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,TableCellHeaderBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},1,100,3
org.apache.maven.doxia.module.twiki.parser,SectionBlock,0.659090909,65.90909091,15
org.apache.maven.doxia.module.twiki.parser,ListBlock,1,100,1
org.apache.maven.doxia.module.twiki.parser,BoldBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,ImageBlock,0.526315789,52.63157895,7
org.apache.maven.doxia.module.twiki.parser,ListItemBlock,0.964285714,96.42857143,19
org.apache.maven.doxia.module.twiki.parser,TableRowBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,TextBlock,0.882352941,88.23529412,9
org.apache.maven.doxia.module.twiki.parser,ParagraphBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,XHTMLBlock,0.411764706,41.17647059,8
org.apache.maven.doxia.module.twiki.parser,WikiWordBlock,0.96,96,13
org.apache.maven.doxia.module.twiki.parser,LinkBlock,0.863636364,86.36363636,11
org.apache.maven.doxia.module.twiki.parser,XHTMLWikiWordLinkResolver,1,100,2
org.apache.maven.doxia.module.twiki.parser,NumeratedListBlock,0.846153846,84.61538462,7
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,ParagraphBlockParser,0.888888889,88.88888889,32
org.apache.maven.doxia.module.twiki.parser,AbstractFatherBlock,0.965517241,96.55172414,15
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser.new FormatBlockFactory() {...},1,100,2
org.apache.maven.doxia.module.twiki.parser,AnchorBlock,0.882352941,88.23529412,8
org.apache.maven.doxia.module.twiki.parser,TableBlockParser,0.92,92,16
org.apache.maven.doxia.module.twiki.parser,HorizontalRuleBlock,1,100,7
org.apache.maven.doxia.module.twiki.parser,FormatedTextParser,0.985294118,98.52941176,37
org.apache.maven.doxia.module.twiki.parser,TreeListBuilder.TreeComponent,0.612903226,61.29032258,14
org.apache.maven.doxia.module.twiki.parser,TableBlock,1,100,5
org.apache.maven.doxia.module.twiki.parser,TableCellBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,MonospaceBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,ItalicBlock,1,100,3
org.apache.maven.doxia.module.twiki.parser,TreeListBuilder,0.944444444,94.44444444,15
org.apache.maven.doxia.module.twiki.parser,VerbatimBlockParser,0.944444444,94.44444444,7
org.apache.maven.doxia.module.twiki.parser,NopBlock,0.5,50,6
org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser,0.974358974,97.43589744,17
org.apache.maven.doxia.module.itext,ITextSinkFactory,0,0,5
org.apache.maven.doxia.module.itext,ITextSink,0.86825596,86.82559598,182
org.apache.maven.doxia.module.itext,ITextUtil,0.641025641,64.1025641,17
org.apache.maven.doxia.module.itext,ITextFont,0.886075949,88.60759494,36
org.apache.maven.doxia.module.itext,ITextHeader,0.739130435,73.91304348,12
org.apache.maven.doxia.module.itext,SinkActionContext,0.888888889,88.88888889,5
org.apache.maven.doxia.module.xdoc,XdocParser,0.912568306,91.2568306,71
org.apache.maven.doxia.module.xdoc,XmlWriterXdocSink,0,0,5
org.apache.maven.doxia.module.xdoc,XdocMarkup,1,100,1
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocParserModule,0,0,1
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocSinkFactory,0,0,3
org.apache.maven.doxia.module.xdoc,XdocMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.xdoc,XdocSink,0.972027972,97.2027972,51
org.apache.maven.doxia.module.rtf,RomanNumerals,0,0,7
org.apache.maven.doxia.module.rtf,MonospaceBold,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink.Counter,1,100,5
org.apache.maven.doxia.module.rtf,RtfSink.Paragraph,0.87755102,87.75510204,16
org.apache.maven.doxia.module.rtf,Serif,1,100,2
org.apache.maven.doxia.module.rtf,RtfSink.Row,1,100,5
org.apache.maven.doxia.module.rtf,PBMReader,0,0,19
org.apache.maven.doxia.module.rtf,SerifBoldItalic,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink.Item,1,100,1
org.apache.maven.doxia.module.rtf,Font.TextExtents,1,100,1
org.apache.maven.doxia.module.rtf,RtfSinkFactory,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink,0.706723891,70.67238913,216
org.apache.maven.doxia.module.rtf,SansSerif,0,0,2
org.apache.maven.doxia.module.rtf,WMFWriter.Dib,0,0,28
org.apache.maven.doxia.module.rtf,RtfSink.Space,1,100,10
org.apache.maven.doxia.module.rtf,SerifItalic,0,0,2
org.apache.maven.doxia.module.rtf,WMFWriter.Record,0,0,11
org.apache.maven.doxia.module.rtf,MonospaceItalic,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink.Context,1,100,5
org.apache.maven.doxia.module.rtf,WMFWriter.DibBitBltRecord,0,0,3
org.apache.maven.doxia.module.rtf,AlphaNumerals,0.75,75,6
org.apache.maven.doxia.module.rtf,Font,0.863636364,86.36363636,9
org.apache.maven.doxia.module.rtf,SerifBold,1,100,2
org.apache.maven.doxia.module.rtf,PBMReader.HeaderReader,0,0,18
org.apache.maven.doxia.module.rtf,Monospace,1,100,2
org.apache.maven.doxia.module.rtf,RtfSink.Indentation,1,100,6
org.apache.maven.doxia.module.rtf,RtfSink.Cell,0.961538462,96.15384615,8
org.apache.maven.doxia.module.rtf,SansSerifItalic,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink.Line,1,100,2
org.apache.maven.doxia.module.rtf,FontMetrics,0.904761905,90.47619048,5
org.apache.maven.doxia.module.rtf,RtfSink.Table,0.954545455,95.45454545,8
org.apache.maven.doxia.module.rtf,WMFWriter,0,0,20
org.apache.maven.doxia.module.rtf,FontMetrics.CharMetrics,1,100,1
org.apache.maven.doxia.module.rtf,SansSerifBold,0,0,2
org.apache.maven.doxia.module.rtf,MonospaceBoldItalic,0,0,2
org.apache.maven.doxia.module.rtf,RtfSink.Box,1,100,1
org.apache.maven.doxia.module.rtf,SansSerifBoldItalic,0,0,2
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaExtension,1,100,5
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaLinkResolver,1,100,4
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaNodeRenderer.Factory,1,100,2
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaNodeRenderer.new CustomNodeRenderer() {...},0.333333333,33.33333333,2
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaNodeRenderer.new CustomNodeRenderer() {...},1,100,2
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaLinkResolver.Factory,1,100,3
org.apache.maven.doxia.module.markdown,MarkdownParser,0.91011236,91.01123596,22
org.apache.maven.doxia.module.markdown,MarkdownParser.MarkdownHtmlParser,1,100,7
org.apache.maven.doxia.module.markdown,FlexmarkDoxiaNodeRenderer,0.5,50,9
org.apache.maven.doxia.module.markdown,MarkdownParserModule,1,100,1
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoAggregateSink,0.862669246,86.26692456,157
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoSink,0.919708029,91.97080292,245
org.apache.maven.doxia.module.fo,FoMarkup,1,100,1
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,NumberedListItem,0.78125,78.125,19
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoConfiguration,0.82,82,15
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoUtils,0.58974359,58.97435897,16
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0.5,50,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoSinkFactory,0,0,3
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},1,100,2
