Package,Class name,Branch Coverage,(1) % Branch coverage,(4) McCabe complexity
org.apache.commons.collections4.map,SingletonMap.SingletonMapIterator,0.642857143,64.28571429,18
org.apache.commons.collections4.map,MultiValueMap.Values,1,100,5
org.apache.commons.collections4.map,ListOrderedMap,0.904761905,90.47619048,49
org.apache.commons.collections4.map,FixedSizeSortedMap,0.5,50,19
org.apache.commons.collections4.map,Flat3Map,0.779310345,77.93103448,184
org.apache.commons.collections4.map,LinkedMap,1,100,14
org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySet,1,100,4
org.apache.commons.collections4.map,DefaultedMap,1,100,11
org.apache.commons.collections4.map,MultiValueMap.ReflectionFactory,0.75,75,5
org.apache.commons.collections4.map,AbstractMapDecorator,1,100,19
org.apache.commons.collections4.map,StaticBucketMap,0.875,87.5,55
org.apache.commons.collections4.map,SingletonMap,0.428571429,42.85714286,51
org.apache.commons.collections4.map,AbstractHashedMap.EntrySet,1,100,11
org.apache.commons.collections4.map,Flat3Map.EntryIterator,0.666666667,66.66666667,7
org.apache.commons.collections4.map,CaseInsensitiveMap,1,100,10
org.apache.commons.collections4.map,AbstractLinkedMap,1,100,43
org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySet,1,100,4
org.apache.commons.collections4.map,UnmodifiableSortedMap,1,100,18
org.apache.commons.collections4.map,ReferenceIdentityMap,1,100,14
org.apache.commons.collections4.map,AbstractHashedMap.HashMapIterator,1,100,8
org.apache.commons.collections4.map,AbstractSortedMapDecorator,0,0,14
org.apache.commons.collections4.map,AbstractLinkedMap.LinkMapIterator,1,100,9
org.apache.commons.collections4.map,MultiValueMap,0.886363636,88.63636364,44
org.apache.commons.collections4.map,AbstractHashedMap.HashIterator,0.9,90,16
org.apache.commons.collections4.map,UnmodifiableOrderedMap,1,100,13
org.apache.commons.collections4.map,ListOrderedMap.EntrySetView,1,100,16
org.apache.commons.collections4.map,AbstractHashedMap.HashEntry,0.909090909,90.90909091,18
org.apache.commons.collections4.multimap,AbstractListValuedMap.WrappedList,1,100,20
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,1,100,10
org.apache.commons.collections4.multimap,AbstractListValuedMap.ValuesListIterator,1,100,13
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,0.928571429,92.85714286,16
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,0.78,78,54
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.new LazyIteratorChain() {...},1,100,4
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.WrappedCollection,0.425,42.5,36
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.ValuesIterator,1,100,5
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet,1,100,8
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySet,1,100,7
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,1,100,17
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapIterator,0.833333333,83.33333333,10
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap,1,100,15
org.apache.commons.collections4.multimap,AbstractMultiValuedMap.Values,1,100,5
org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,1,100,25
org.apache.commons.collections4.multimap,AbstractSetValuedMap.WrappedSet,1,100,5
org.apache.commons.collections4.set,UnmodifiableSet,1,100,11
org.apache.commons.collections4.set,UnmodifiableSortedSet,1,100,16
org.apache.commons.collections4.set,MapBackedSet,1,100,23
org.apache.commons.collections4.set,TransformedSet,0.875,87.5,9
org.apache.commons.collections4.set,AbstractSetDecorator,1,100,7
org.apache.commons.collections4.set,UnmodifiableNavigableSet,1,100,21
org.apache.commons.collections4.set,PredicatedSet,1,100,7
org.apache.commons.collections4.set,CompositeSet,0.918918919,91.89189189,64
org.apache.commons.collections4.set,ListOrderedSet,0.9,90,39
org.apache.commons.collections4.set,TransformedSortedSet,0,0,12
org.apache.commons.collections4.set,TransformedNavigableSet,0,0,17
org.apache.commons.collections4.iterators,EnumerationIterator,0,0,10
org.apache.commons.collections4.iterators,IteratorChain,0.888888889,88.88888889,23
org.apache.commons.collections4.iterators,SingletonIterator,1,100,13
org.apache.commons.collections4.iterators,ObjectArrayIterator,1,100,16
org.apache.commons.collections4.iterators,FilterIterator,0.928571429,92.85714286,18
org.apache.commons.collections4.iterators,SkippingIterator,1,100,8
org.apache.commons.collections4.iterators,IteratorIterable,0.833333333,83.33333333,7
org.apache.commons.collections4.iterators,ReverseListIterator,0.833333333,83.33333333,14
org.apache.commons.collections4.iterators,ArrayListIterator,1,100,15
org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,1,100,11
org.apache.commons.collections4.iterators,LoopingIterator,1,100,9
org.apache.commons.collections4.iterators,NodeListIterator,0.75,75,9
org.apache.commons.collections4.iterators,ObjectGraphIterator,1,100,23
org.apache.commons.collections4.iterators,UnmodifiableIterator,1,100,6
org.apache.commons.collections4.iterators,LazyIteratorChain,1,100,11
org.apache.commons.collections4.iterators,UnmodifiableListIterator,1,100,12
org.apache.commons.collections4.iterators,LoopingListIterator,0.863636364,86.36363636,24
org.apache.commons.collections4.iterators,BoundedIterator,1,100,14
org.apache.commons.collections4.iterators,PeekingIterator,0.916666667,91.66666667,20
org.apache.commons.collections4.iterators,SingletonListIterator,0.928571429,92.85714286,25
org.apache.commons.collections4.iterators,UnmodifiableMapIterator,1,100,9
org.apache.commons.collections4.iterators,FilterListIterator,0.833333333,83.33333333,39
org.apache.commons.collections4.iterators,ZippingIterator,1,100,12
org.apache.commons.collections4.iterators,CollatingIterator,0.928571429,92.85714286,43
org.apache.commons.collections4.iterators,PermutationIterator,1,100,20
org.apache.commons.collections4.iterators,PushbackIterator,0.75,75,10
org.apache.commons.collections4.iterators,EntrySetMapIterator,0,0,14
org.apache.commons.collections4.iterators,ArrayIterator,1,100,16
org.apache.commons.collections4.iterators,ListIteratorWrapper,0.815789474,81.57894737,30
org.apache.commons.collections4.iterators,ObjectArrayListIterator,1,100,15
org.apache.commons.collections4.bloomfilter.hasher,DynamicHasher.Iterator,1,100,6
org.apache.commons.collections4.bloomfilter.hasher,Shape,1,100,32
org.apache.commons.collections4.bloomfilter.hasher,DynamicHasher,1,100,4
org.apache.commons.collections4.bloomfilter.hasher,StaticHasher,1,100,13
org.apache.commons.collections4.bloomfilter.hasher,HashFunctionValidator,1,100,7
org.apache.commons.collections4.bloomfilter.hasher,Hasher.Builder,1,100,3
org.apache.commons.collections4,EnumerationUtils,1,100,7
org.apache.commons.collections4,IterableUtils.2.new LazyIteratorChain() {...},1,100,3
org.apache.commons.collections4,SetUtils,0.954545455,95.45454545,38
org.apache.commons.collections4,ComparatorUtils,0.8125,81.25,19
org.apache.commons.collections4,FluentIterable,1,100,35
org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0.375,37.5,9
org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},1,100,5
org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0,0,7
org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},1,100,5
org.apache.commons.collections4,CollectionUtils.SetOperationCardinalityHelper,1,100,5
org.apache.commons.collections4,IterableUtils.7.new LazyIteratorChain() {...},1,100,3
org.apache.commons.collections4,IteratorUtils,0.87804878,87.80487805,111
org.apache.commons.collections4,ClosureUtils,1,100,17
org.apache.commons.collections4,ArrayUtils,0.5625,56.25,12
org.apache.commons.collections4,SplitMapUtils,0.833333333,83.33333333,5
org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},1,100,3
org.apache.commons.collections4,CollectionUtils,0.937037037,93.7037037,208
org.apache.commons.collections4,MultiMapUtils,0.8,80,22
org.apache.commons.collections4,IterableUtils,1,100,65
org.apache.commons.collections4,ArrayStack,0.625,62.5,16
org.apache.commons.collections4,MapUtils,0.934210526,93.42105263,170
org.apache.commons.collections4,CollectionUtils.EquatorWrapper,0.5,50,5
org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0.5,50,3
org.apache.commons.collections4,ListUtils,0.887096774,88.70967742,55
org.apache.commons.collections4,ListUtils.Partition,0.5,50,6
org.apache.commons.collections4,SplitMapUtils.WrappedGet,0.5,50,20
org.apache.commons.collections4,TransformerUtils,1,100,24
org.apache.commons.collections4,CollectionUtils.CardinalityHelper,1,100,7
org.apache.commons.collections4,SplitMapUtils.WrappedPut,0.5,50,18
org.apache.commons.collections4.bloomfilter,BitSetBloomFilter,1,100,17
org.apache.commons.collections4.bloomfilter,AbstractBloomFilter,1,100,26
org.apache.commons.collections4.bloomfilter,HasherBloomFilter,0.772727273,77.27272727,22
org.apache.commons.collections4.bloomfilter,ArrayCountingBloomFilter.IndexIterator,0.875,87.5,8
org.apache.commons.collections4.bloomfilter,BloomFilterIndexer,1,100,4
org.apache.commons.collections4.bloomfilter,ArrayCountingBloomFilter,1,100,38
org.apache.commons.collections4.bloomfilter,IndexFilters,1,100,3
org.apache.commons.collections4.bloomfilter,SetOperations,1,100,12
org.apache.commons.collections4.multiset,AbstractMapMultiSet.MutableInteger,0,0,5
org.apache.commons.collections4.multiset,AbstractMapMultiSet.UniqueSetIterator,1,100,4
org.apache.commons.collections4.multiset,AbstractMultiSet.EntrySet,0,0,10
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,1,100,13
org.apache.commons.collections4.multiset,AbstractMultiSet.AbstractEntry,0,0,10
org.apache.commons.collections4.multiset,SynchronizedMultiSet,1,100,13
org.apache.commons.collections4.multiset,AbstractMapMultiSet.MapBasedMultiSetIterator,0.928571429,92.85714286,11
org.apache.commons.collections4.multiset,AbstractMapMultiSet,0.895833333,89.58333333,45
org.apache.commons.collections4.multiset,AbstractMultiSet.UniqueSet,1,100,8
org.apache.commons.collections4.multiset,AbstractMultiSet.MultiSetIterator,0.6,60,9
org.apache.commons.collections4.multiset,PredicatedMultiSet,1,100,13
org.apache.commons.collections4.multiset,AbstractMapMultiSet.EntrySetIterator,0,0,5
org.apache.commons.collections4.multiset,AbstractMultiSet,0.413043478,41.30434783,46
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,1,100,18
org.apache.commons.collections4.queue,SynchronizedQueue,1,100,12
org.apache.commons.collections4.queue,TransformedQueue,0.75,75,11
org.apache.commons.collections4.queue,CircularFifoQueue.new Iterator() {...},1,100,13
org.apache.commons.collections4.queue,CircularFifoQueue,0.97826087,97.82608696,44
org.apache.commons.collections4.queue,UnmodifiableQueue,1,100,16
