GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Doxia :: Latex Module,org.apache.maven.doxia.module.latex,LatexSinkFactory,8,0,0,0,2,0,2,0,2,0
Doxia :: Latex Module,org.apache.maven.doxia.module.latex,LatexSink,179,1376,36,79,63,375,46,148,11,114
