GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSinkFactory,8,0,0,0,2,0,2,0,2,0
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSink,256,695,35,22,101,248,56,108,30,104
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiParserModule,4,0,0,0,2,0,1,0,1,0
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiParser,28,300,3,21,3,76,3,15,0,6
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup,0,5,0,0,0,1,0,1,0,1
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,SectionBlockParser,27,130,4,18,4,28,4,15,0,8
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TextParser,8,691,5,63,1,125,5,44,0,15
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,VerbatimBlock,0,11,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,HRuleBlockParser,5,53,2,6,1,17,2,6,0,4
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,10,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,UnorderedListBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,TableCellHeaderBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,GenericListBlockParser.new GenericListBlockParser.Type() {...},0,11,0,0,0,3,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,SectionBlock,79,127,3,5,15,29,3,12,1,10
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ListBlock,0,4,0,0,0,2,0,1,0,1
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,BoldBlock,0,10,0,0,0,6,0,3,0,3
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ImageBlock,29,27,3,3,9,10,5,2,2,2
Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,ListItemBlock,12,95,9,15,1,27,8,11,0,7
