GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},2,3,0,0,1,1,1,1,1,1
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoAggregateSink,342,1718,75,129,71,446,69,88,3,52
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoSink,245,2045,56,109,55,630,59,186,12,148
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup,0,117,0,0,0,29,0,1,0,1
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,NumberedListItem,24,618,8,13,7,25,8,11,0,7
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoConfiguration,23,186,0,16,9,41,1,14,1,6
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoUtils,65,99,15,7,16,23,9,7,0,5
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},2,3,0,0,1,1,1,1,1,1
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoSinkFactory,16,0,0,0,3,0,3,0,3,0
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: FO Module,org.apache.maven.doxia.module.fo,FoMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
