VerbatimBlock.java,100
SubBlock.java,100
LinkBlock.java,100
SectionBlockParser.java,100
ListItemBlock.java,80
DefinitionListBlockParser.java,95
DefinitionListBlock.java,80
SectionBlock.java,100
TableBlock.java,75
SupBlock.java,100
AbstractFatherBlock.java,100
FigureBlock.java,89
ChildBlocksBuilder.java,0
VerbatimBlockParser.java,100
TreeListBuilder.java,70
TableBlockParser.java,89
FigureBlockParser.java,87
ListBlockParser.java,98
ItalicBlock.java,100
TextBlock.java,100
TableRowBlock.java,100
ConfluenceSinkFactory.java,0
AnchorBlock.java,100
LinebreakBlock.java,100
HorizontalRuleBlockParser.java,100
BulletedListBlock.java,100
UnderlineBlock.java,100
ParagraphBlock.java,100
TableCellBlock.java,100
BoldBlock.java,100
NumberedListBlock.java,100
LinethroughBlock.java,100
TreeComponent.java,62
ConfluenceSink.java,59
TableCellHeaderBlock.java,100
HorizontalRuleBlock.java,0
MonospaceBlock.java,100
ParagraphBlockParser.java,93
ConfluenceParser.java,74
