ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,<init>,167,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,anchor,1587,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,anchor,1592,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,anchor,1598,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1603,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1606,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1607,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1608,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1609,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1610,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor,1612,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,anchor_,1567,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1570,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1571,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1572,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1574,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1579,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,anchor_,1581,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,author,258,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,author_,250,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,beautifyPhrase,1993,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,beautifyPhrase,1993,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,beautifyPhrase,1993,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,beautifyPhrase,1995,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,beautifyPhrase,2002,NO_COVERAGE,none
ITextSink.java,org.apache.maven.doxia.module.itext.ITextSink,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,body,317,NO_COVERAGE,none
